Geographic Area,City,percent_completed_hs,,
AK,Kasaan city,90.2,city,4
AK,Kasigluk CDP,68.1,CDP,3
AK,Kasilof CDP,100,CDP,3
AK,Kenai city,89.7,city,4
AK,Kenny Lake CDP,100,CDP,3
AK,Ketchikan city,89.9,city,4
AK,Kiana city,76.1,city,4
AK,King Cove city,87.3,city,4
AK,King Salmon CDP,93.2,CDP,3
AK,Kipnuk CDP,76.4,CDP,3
AK,Kivalina city,64.6,city,4
AK,Klawock city,86.2,city,4
AK,Klukwan CDP,86.5,CDP,3
AK,Knik-Fairview CDP,91.2,CDP,3
AK,Knik River CDP,93,CDP,3
AK,Kobuk city,72.1,city,4
AK,Kodiak city,87.1,city,4
AK,Kodiak Station CDP,97.2,CDP,3
AK,Kokhanok CDP,84.5,CDP,3
AK,Koliganek CDP,77.3,CDP,3
AK,Kongiganak CDP,79.4,CDP,3
AK,Kotlik city,74.2,city,4
AK,Kotzebue city,82.9,city,4
AK,Koyuk city,82.4,city,4
AK,Koyukuk city,82.4,city,4
AK,Kupreanof city,100,city,4
AK,Kwethluk city,75.9,city,4
AK,Kwigillingok CDP,78.8,CDP,3
AK,Lake Louise CDP,73.3,CDP,3
AK,Lake Minchumina CDP,88.2,CDP,3
AK,Lakes CDP,95.1,CDP,3
AK,Larsen Bay city,78.7,city,4
AK,Lazy Mountain CDP,97.1,CDP,3
AK,Levelock CDP,88.6,CDP,3
AK,Lime Village CDP,28.6,CDP,3
AK,Livengood CDP,100,CDP,3
AK,Loring CDP,-,CDP,3
AK,Lowell Point CDP,100,CDP,3
AK,Lower Kalskag city,78.5,city,4
AK,Lutak CDP,100,CDP,3
AK,McCarthy CDP,74.4,CDP,3
AK,McGrath city,93.7,city,4
AK,McKinley Park CDP,97.1,Park CDP,8
AK,Manley Hot Springs CDP,86.7,CDP,3
AK,Manokotak city,87.5,city,4
AK,Marshall city,86,city,4
AK,Meadow Lakes CDP,90.4,CDP,3
AK,Mekoryuk city,80.2,city,4
AK,Mendeltna CDP,100,CDP,3
AK,Mentasta Lake CDP,70.1,Lake CDP,8
AK,Mertarvik CDP,-,CDP,3
AK,Metlakatla CDP,91,CDP,3
AK,Minto CDP,77.6,CDP,3
AK,Moose Creek CDP,85.6,CDP,3
AK,Moose Pass CDP,94.1,CDP,3
AK,Mosquito Lake CDP,89.6,Lake CDP,8
AK,Mountain Village city,77.8,city,4
AK,Mud Bay CDP,95.4,CDP,3
AK,Nabesna CDP,-,CDP,3
AK,Naknek CDP,93.6,CDP,3
AK,Nanwalek CDP,98,CDP,3
AK,Napakiak city,72.6,city,4
AK,Napaskiak city,76,city,4
AK,Naukati Bay CDP,70.4,Bay CDP,7
AK,Nelchina CDP,82.7,CDP,3
AK,Nelson Lagoon CDP,57.5,CDP,3
AK,Nenana city,78.9,city,4
AK,New Allakaket CDP,72.2,CDP,3
AK,Newhalen city,92.8,city,4
AK,New Stuyahok city,75.9,#VALUE!,#VALUE!
AK,Newtok CDP,72.6,CDP,3
AK,Nightmute city,66.4,city,4
AK,Nikiski CDP,91.9,CDP,3
AK,Nikolaevsk CDP,84.8,CDP,3
AK,Nikolai city,76.3,city,4
AK,Nikolski CDP,92.3,CDP,3
AK,Ninilchik CDP,94.5,CDP,3
AK,Noatak CDP,84.9,CDP,3
AK,Nome city,92.6,city,4
AK,Nondalton city,84.7,city,4
AK,Noorvik city,75.3,city,4
AK,North Pole city,92.1,city,4
AK,Northway CDP,86.3,CDP,3
AK,Northway Junction CDP,93.3,CDP,3
AK,Northway Village CDP,62.9,CDP,3
AK,Nuiqsut city,65.2,city,4
AK,Nulato city,82.8,city,4
AK,Nunam Iqua city,62.3,city,4
AK,Nunapitchuk city,73.6,city,4
AK,Old Harbor city,73.4,#VALUE!,#VALUE!
AK,Oscarville CDP,60,CDP,3
AK,Ouzinkie city,76.7,city,4
AK,Palmer city,91.3,city,4
AK,Paxson CDP,100,CDP,3
AK,Pedro Bay CDP,90.9,CDP,3
AK,Pelican city,78.7,city,4
AK,Perryville CDP,71.7,CDP,3
AK,Petersburg CDP,93.6,CDP,3
AK,Petersville CDP,-,CDP,3
AK,Pilot Point city,68.8,city,4
AK,Pilot Station city,72.6,city,4
AK,Pitkas Point CDP,77.6,CDP,3
AK,Platinum city,66.7,city,4
AK,Pleasant Valley CDP,100,CDP,3
AK,Point Baker CDP,100,CDP,3
AK,Point Hope city,83.6,city,4
AK,Point Lay CDP,75.7,CDP,3
AK,Point MacKenzie CDP,89,CDP,3
AK,Point Possession CDP,-,CDP,3
AK,Pope-Vannoy Landing CDP,-,Landing CDP,11
AK,Portage Creek CDP,-,CDP,3
AK,Port Alexander city,100,city,4
AK,Port Alsworth CDP,94.7,CDP,3
AK,Port Clarence CDP,100,CDP,3
AK,Port Graham CDP,93.2,CDP,3
AK,Port Heiden city,90,city,4
AK,Port Lions city,85,city,4
AK,Port Protection CDP,100,CDP,3
AK,Primrose CDP,100,CDP,3
AK,Prudhoe Bay CDP,96.4,Bay CDP,7
AK,Quinhagak city,66.7,city,4
AK,Rampart CDP,0,CDP,3
AK,Red Devil CDP,66.7,CDP,3
AK,Red Dog Mine CDP,90.9,CDP,3
AK,Ridgeway CDP,96.4,CDP,3
AK,Ruby city,83.2,city,4
AK,Russian Mission city,76.2,city,4
AK,St. George city,91.1,#VALUE!,#VALUE!
AK,St. Mary's city,84,#VALUE!,#VALUE!
AK,St. Michael city,79.2,#VALUE!,#VALUE!
AK,St. Paul city,82.1,#VALUE!,#VALUE!
AK,Salamatof CDP,87.5,CDP,3
AK,Salcha CDP,97.5,CDP,3
AK,Sand Point city,84.6,city,4
AK,Savoonga city,61.4,city,4
AK,Saxman city,87.1,city,4
AK,Scammon Bay city,74.9,city,4
AK,Selawik city,66.2,city,4
AK,Seldovia city,95.5,city,4
AK,Seldovia Village CDP,92.6,CDP,3
AK,Seward city,93.9,city,4
AK,Shageluk city,87.1,city,4
AK,Shaktoolik city,80.6,city,4
AK,Shishmaref city,79.9,city,4
AK,Shungnak city,69.3,city,4
AK,Silver Springs CDP,90.7,CDP,3
AK,Sitka city and borough,92.8,#VALUE!,#VALUE!
AK,Skagway CDP,97.2,CDP,3
AK,Skwentna CDP,100,CDP,3
AK,Slana CDP,73.1,CDP,3
AK,Sleetmute CDP,75.6,CDP,3
AK,Soldotna city,93.6,city,4
AK,South Naknek CDP,76.4,CDP,3
AK,South Van Horn CDP,82.1,CDP,3
AK,Stebbins city,74.3,city,4
AK,Steele Creek CDP,95.3,CDP,3
AK,Sterling CDP,94.5,CDP,3
AK,Stevens Village CDP,80,CDP,3
AK,Stony River CDP,50,CDP,3
AK,Sunrise CDP,100,CDP,3
AK,Susitna CDP,-,CDP,3
AK,Susitna North CDP,88.7,CDP,3
AK,Sutton-Alpine CDP,84.5,CDP,3
AK,Takotna CDP,82.8,CDP,3
AK,Talkeetna CDP,88.3,CDP,3
AK,Tanacross CDP,79.3,CDP,3
AK,Tanaina CDP,92.3,CDP,3
AK,Tanana city,86.1,city,4
AK,Tatitlek CDP,86.3,CDP,3
AK,Tazlina CDP,90.1,CDP,3
AK,Teller city,65.2,city,4
AK,Tenakee Springs city,95.9,city,4
AK,Tetlin CDP,82.8,CDP,3
AK,Thorne Bay city,95.9,city,4
AK,Togiak city,75.3,city,4
AK,Tok CDP,91,CDP,3
AK,Toksook Bay city,75.6,city,4
AK,Tolsona CDP,-,CDP,3
AK,Tonsina CDP,100,CDP,3
AK,Trapper Creek CDP,94.3,CDP,3
AK,Tuluksak CDP,74.4,CDP,3
AK,Tuntutuliak CDP,64.1,CDP,3
AK,Tununak CDP,81.7,CDP,3
AK,Twin Hills CDP,74.5,CDP,3
AK,Two Rivers CDP,100,CDP,3
AK,Tyonek CDP,93.3,CDP,3
AK,Ugashik CDP,100,CDP,3
AK,Unalakleet city,93.2,city,4
AK,Unalaska city,82.8,city,4
AK,Upper Kalskag city,76.6,city,4
AK,Valdez city,96.1,city,4
AK,Venetie CDP,62.4,CDP,3
AK,Wainwright city,80.8,city,4
AK,Wales city,78,city,4
AK,Wasilla city,91.8,city,4
AK,Whale Pass CDP,100,CDP,3
AK,White Mountain city,85.4,city,4
AK,Whitestone CDP,69.9,CDP,3
AK,Whitestone Logging Camp CDP,-,Camp CDP,8
AK,Whittier city,91.1,city,4
AK,Willow CDP,89.5,CDP,3
AK,Willow Creek CDP,100,CDP,3
AK,Wiseman CDP,100,CDP,3
AK,Womens Bay CDP,94.1,CDP,3
AK,Wrangell city and borough,90.2,borough,7
AK,Yakutat CDP,93.9,CDP,3
AZ,Aguila CDP,26.1,CDP,3
AZ,Ajo CDP,80,CDP,3
AZ,Ak Chin CDP,100,#VALUE!,#VALUE!
AZ,Ak-Chin Village CDP,59.8,CDP,3
AZ,Alamo Lake CDP,100,CDP,3
AZ,Ali Chuk CDP,82.4,CDP,3
AZ,Ali Chukson CDP,56.8,CDP,3
AZ,Ali Molina CDP,73,CDP,3
AZ,Alpine CDP,86.3,CDP,3
AZ,Amado CDP,69.9,CDP,3
AZ,Anegam CDP,81.6,CDP,3
AZ,Antares CDP,60.9,CDP,3
AZ,Anthem CDP,96.7,CDP,3
AZ,Apache Junction city,85.5,city,4
AZ,Arivaca CDP,90.4,CDP,3
AZ,Arivaca Junction CDP,78,CDP,3
AZ,Arizona City CDP,90.3,CDP,3
AZ,Arizona Village CDP,72.4,CDP,3
AZ,Arlington CDP,65.6,CDP,3
AZ,Ash Fork CDP,68.5,CDP,3
AZ,Avenue B and C CDP,49.9,C CDP,5
AZ,Avondale city,79,city,4
AZ,Avra Valley CDP,87.2,CDP,3
AZ,Aztec CDP,100,CDP,3
AZ,Bagdad CDP,86.7,CDP,3
AZ,Bear Flat CDP,100,CDP,3
AZ,Beaver Dam CDP,73,CDP,3
AZ,Beaver Valley CDP,90.9,CDP,3
AZ,Benson city,88,city,4
AZ,Beyerville CDP,56.4,CDP,3
AZ,Bisbee city,87.3,city,4
AZ,Bitter Springs CDP,59.7,CDP,3
AZ,Black Canyon City CDP,90.4,CDP,3
AZ,Blackwater CDP,67.7,CDP,3
AZ,Bluewater CDP,80.2,CDP,3
AZ,Bouse CDP,84.8,CDP,3
AZ,Bowie CDP,58.3,CDP,3
AZ,Brenda CDP,77.9,CDP,3
AZ,Bryce CDP,100,CDP,3
AZ,Buckeye town,84.3,town,4
AZ,Buckshot CDP,50,CDP,3
AZ,Bullhead City city,82.7,city,4
AZ,Burnside CDP,79,CDP,3
AZ,Bylas CDP,72.3,CDP,3
AZ,Cactus Flats CDP,93.4,CDP,3
AZ,Cactus Forest CDP,100,CDP,3
AZ,Cameron CDP,71.1,CDP,3
AZ,Campo Bonito CDP,100,CDP,3
AZ,Camp Verde town,83.9,town,4
AZ,Cane Beds CDP,100,CDP,3
AZ,Canyon Day CDP,73.4,CDP,3
AZ,Carefree town,99.4,town,4
AZ,Carrizo CDP,53.2,CDP,3
AZ,Casa Blanca CDP,63.6,CDP,3
AZ,Casa Grande city,86.4,city,4
AZ,Casas Adobes CDP,92.8,CDP,3
AZ,Catalina CDP,90.5,CDP,3
AZ,Catalina Foothills CDP,98,CDP,3
AZ,Cave Creek town,96.6,town,4
AZ,Cedar Creek CDP,70.4,CDP,3
AZ,Centennial Park CDP,80.3,Park CDP,8
AZ,Central CDP,88.2,CDP,3
AZ,Central Heights-Midland City CDP,72.2,CDP,3
AZ,Chandler city,91.5,city,4
AZ,Charco CDP,37.5,CDP,3
AZ,Chiawuli Tak CDP,100,Tak CDP,7
AZ,Chilchinbito CDP,76.4,CDP,3
AZ,Chinle CDP,83.1,CDP,3
AZ,Chino Valley town,87,town,4
AZ,Chloride CDP,96.3,CDP,3
AZ,Christopher Creek CDP,100,Creek CDP,9
AZ,Chuichu CDP,59,CDP,3
AZ,Cibecue CDP,58.2,CDP,3
AZ,Cibola CDP,49.5,CDP,3
AZ,Cienega Springs CDP,86.4,CDP,3
AZ,Citrus Park CDP,93.3,CDP,3
AZ,Clacks Canyon CDP,100,CDP,3
AZ,Clarkdale town,94.7,town,4
AZ,Claypool CDP,79.3,CDP,3
AZ,Clay Springs CDP,82.8,CDP,3
AZ,Clifton town,82.3,town,4
AZ,Colorado City town,43.2,town,4
AZ,Comobabi CDP,55.6,CDP,3
AZ,Concho CDP,78.6,CDP,3
AZ,Congress CDP,89.5,CDP,3
AZ,Coolidge city,80.7,city,4
AZ,Copper Hill CDP,100,CDP,3
AZ,Cordes Lakes CDP,79.7,CDP,3
AZ,Cornfields CDP,67.3,CDP,3
AZ,Cornville CDP,82.5,CDP,3
AZ,Corona de Tucson CDP,96,CDP,3
AZ,Cottonwood CDP,84.6,CDP,3
AZ,Cottonwood city,84.9,city,4
AZ,Cowlic CDP,100,CDP,3
AZ,Crozier CDP,86.4,CDP,3
AZ,Crystal Beach CDP,76.5,CDP,3
AZ,Cutter CDP,100,CDP,3
AZ,Dateland CDP,84,CDP,3
AZ,Deer Creek CDP,91.1,CDP,3
AZ,Del Muerto CDP,40.7,CDP,3
AZ,Dennehotso CDP,74.4,CDP,3
AZ,Desert Hills CDP,76.3,CDP,3
AZ,Dewey-Humboldt town,89,town,4
AZ,Dilkon CDP,73.5,CDP,3
AZ,Dolan Springs CDP,78.9,CDP,3
AZ,Doney Park CDP,83,CDP,3
AZ,Donovan Estates CDP,58.2,CDP,3
AZ,Douglas city,70.9,city,4
AZ,Dragoon CDP,83.3,CDP,3
AZ,Drexel Heights CDP,79.1,CDP,3
AZ,Dripping Springs CDP,87.4,CDP,3
AZ,Drysdale CDP,16.4,CDP,3
AZ,Dudleyville CDP,94.9,CDP,3
AZ,Duncan town,72.2,town,4
AZ,Eagar town,89.2,town,4
AZ,East Fork CDP,40.8,CDP,3
AZ,East Globe CDP,73.7,CDP,3
AZ,East Verde Estates CDP,95,CDP,3
AZ,Ehrenberg CDP,79.1,CDP,3
AZ,El Capitan CDP,88.5,#VALUE!,#VALUE!
AZ,Elephant Head CDP,96.6,Head CDP,8
AZ,Elfrida CDP,69.6,CDP,3
AZ,Elgin CDP,100,CDP,3
AZ,El Mirage city,82.8,#VALUE!,#VALUE!
AZ,Eloy city,64.2,city,4
AZ,El Prado Estates CDP,35,#VALUE!,#VALUE!
AZ,First Mesa CDP,84.5,CDP,3
AZ,Flagstaff city,91.3,city,4
AZ,Florence town,75.6,town,4
AZ,Flowing Springs CDP,77,CDP,3
AZ,Flowing Wells CDP,84.4,CDP,3
AZ,Fort Apache CDP,82.1,CDP,3
AZ,Fort Defiance CDP,86.9,CDP,3
AZ,Fort Mohave CDP,86.3,CDP,3
AZ,Fort Thomas CDP,93.5,CDP,3
AZ,Fortuna Foothills CDP,86.6,CDP,3
AZ,Fort Valley CDP,97,CDP,3
AZ,Fountain Hills town,96.6,town,4
AZ,Franklin CDP,100,CDP,3
AZ,Fredonia town,86,town,4
AZ,Freedom Acres CDP,62.3,CDP,3
AZ,Gadsden CDP,42.4,CDP,3
AZ,Ganado CDP,77.8,CDP,3
AZ,Geronimo Estates CDP,100,CDP,3
AZ,Gila Bend town,61.2,town,4
AZ,Gila Crossing CDP,60.6,CDP,3
AZ,Gilbert town,95.6,town,4
AZ,Gisela CDP,87,CDP,3
AZ,Glendale city,83.6,city,4
AZ,Globe city,83,city,4
AZ,Gold Canyon CDP,96.2,CDP,3
AZ,Golden Shores CDP,77.9,CDP,3
AZ,Golden Valley CDP,81.6,CDP,3
AZ,Goodyear city,92.1,city,4
AZ,Goodyear Village CDP,78,CDP,3
AZ,Grand Canyon Village CDP,91.6,CDP,3
AZ,Grand Canyon West CDP,-,CDP,3
AZ,Greasewood CDP,74.4,CDP,3
AZ,Green Valley CDP,96.4,CDP,3
AZ,Greer CDP,100,CDP,3
AZ,Guadalupe town,61.2,town,4
AZ,Gu Oidak CDP,78.4,#VALUE!,#VALUE!
AZ,Hackberry CDP,88.4,CDP,3
AZ,Haigler Creek CDP,100,CDP,3
AZ,Haivana Nakya CDP,57.8,CDP,3
AZ,Hard Rock CDP,69.8,CDP,3
AZ,Hayden town,84,town,4
AZ,Heber-Overgaard CDP,76.9,CDP,3
AZ,Holbrook city,88.5,city,4
AZ,Hondah CDP,81.5,CDP,3
AZ,Hotevilla-Bacavi CDP,85.2,CDP,3
AZ,Houck CDP,66,CDP,3
AZ,Huachuca City town,89.5,town,4
AZ,Hunter Creek CDP,-,CDP,3
AZ,Icehouse Canyon CDP,88.1,CDP,3
AZ,Indian Wells CDP,66.9,CDP,3
AZ,Jakes Corner CDP,70.7,CDP,3
AZ,Jeddito CDP,77.4,CDP,3
AZ,Jerome town,96.9,town,4
AZ,Joseph City CDP,91.6,CDP,3
AZ,Kachina Village CDP,95.5,CDP,3
AZ,Kaibab CDP,72.5,CDP,3
AZ,Kaibito CDP,66.3,CDP,3
AZ,Kaka CDP,63.2,CDP,3
AZ,Katherine CDP,94.1,CDP,3
AZ,Kayenta CDP,86.7,CDP,3
AZ,Keams Canyon CDP,71.1,CDP,3
AZ,Kearny town,87.7,town,4
AZ,Kingman city,87,city,4
AZ,Kino Springs CDP,90.6,CDP,3
AZ,Klagetoh CDP,76.5,CDP,3
AZ,Kohatk CDP,0,CDP,3
AZ,Kohls Ranch CDP,100,CDP,3
AZ,Komatke CDP,58.5,CDP,3
AZ,Ko Vaya CDP,100,#VALUE!,#VALUE!
AZ,Kykotsmovi Village CDP,96.8,CDP,3
AZ,Lake Havasu City city,88.5,city,4
AZ,Lake Montezuma CDP,84.8,CDP,3
AZ,Lake of the Woods CDP,77.9,CDP,3
AZ,La Paz Valley CDP,77.6,#VALUE!,#VALUE!
AZ,Lazy Y U CDP,96.7,CDP,3
AZ,LeChee CDP,79.8,CDP,3
AZ,Leupp CDP,75.7,CDP,3
AZ,Linden CDP,92.4,CDP,3
AZ,Litchfield Park city,94.2,Park city,9
AZ,Littlefield CDP,86,CDP,3
AZ,Littletown CDP,87.3,CDP,3
AZ,Lower Santan Village CDP,58.7,CDP,3
AZ,Low Mountain CDP,66.1,CDP,3
AZ,Lukachukai CDP,75.2,CDP,3
AZ,Lupton CDP,100,CDP,3
AZ,McConnico CDP,-,CDP,3
AZ,McNary CDP,79.6,CDP,3
AZ,McNeal CDP,95.4,CDP,3
AZ,Maish Vaya CDP,74.7,CDP,3
AZ,Mammoth town,63.5,town,4
AZ,Many Farms CDP,81.6,CDP,3
AZ,Marana town,94.1,town,4
AZ,Maricopa city,91.7,city,4
AZ,Maricopa Colony CDP,69.1,CDP,3
AZ,Martinez Lake CDP,100,Lake CDP,8
AZ,Mayer CDP,89.2,CDP,3
AZ,Mead Ranch CDP,100,CDP,3
AZ,Meadview CDP,89.4,CDP,3
AZ,Mesa city,87.5,city,4
AZ,Mesa del Caballo CDP,84.3,CDP,3
AZ,Mescal CDP,87.6,CDP,3
AZ,Mesquite Creek CDP,83.8,CDP,3
AZ,Miami town,77.3,town,4
AZ,Miracle Valley CDP,70.9,CDP,3
AZ,Moccasin CDP,90.9,CDP,3
AZ,Moenkopi CDP,91.1,CDP,3
AZ,Mohave Valley CDP,83.2,CDP,3
AZ,Mojave Ranch Estates CDP,85.2,CDP,3
AZ,Morenci CDP,94.3,CDP,3
AZ,Morristown CDP,96.9,CDP,3
AZ,Mountainaire CDP,94.9,CDP,3
AZ,Munds Park CDP,100,CDP,3
AZ,Naco CDP,72.1,CDP,3
AZ,Nazlini CDP,73.1,CDP,3
AZ,Nelson CDP,83.7,CDP,3
AZ,New Kingman-Butler CDP,78.2,CDP,3
AZ,New River CDP,95.3,CDP,3
AZ,Nogales city,62.6,city,4
AZ,Nolic CDP,-,CDP,3
AZ,North Fork CDP,83.8,CDP,3
AZ,Nutrioso CDP,100,CDP,3
AZ,Oak Springs CDP,77.5,CDP,3
AZ,Oatman CDP,40.8,CDP,3
AZ,Oljato-Monument Valley CDP,84.7,Valley CDP,10
AZ,Oracle CDP,86.3,CDP,3
AZ,Orange Grove Mobile Manor CDP,13.6,CDP,3
AZ,Oro Valley town,97.4,#VALUE!,#VALUE!
AZ,Oxbow Estates CDP,100,CDP,3
AZ,Padre Ranchitos CDP,52.2,CDP,3
AZ,Page city,86.9,city,4
AZ,Palominas CDP,100,CDP,3
AZ,Paradise Valley town,97.4,town,4
AZ,Parker town,80.4,town,4
AZ,Parker Strip CDP,94,CDP,3
AZ,Parks CDP,96.2,CDP,3
AZ,Patagonia town,86.6,town,4
AZ,Paulden CDP,84.8,CDP,3
AZ,Payson town,88.3,town,4
AZ,Peach Springs CDP,72.3,CDP,3
AZ,Peeples Valley CDP,94.2,CDP,3
AZ,Peoria city,92.4,city,4
AZ,Peridot CDP,73.7,CDP,3
AZ,Phoenix city,80.7,city,4
AZ,Picacho CDP,67.9,CDP,3
AZ,Picture Rocks CDP,89.6,CDP,3
AZ,Pima town,87.8,town,4
AZ,Pimaco Two CDP,85.7,CDP,3
AZ,Pinal CDP,80.9,CDP,3
AZ,Pine CDP,94.5,CDP,3
AZ,Pinedale CDP,87.4,CDP,3
AZ,Pine Lake CDP,100,CDP,3
AZ,Pinetop Country Club CDP,97.2,CDP,3
AZ,Pinetop-Lakeside town,92.8,town,4
AZ,Pinion Pines CDP,100,CDP,3
AZ,Pinon CDP,72.1,CDP,3
AZ,Pirtleville CDP,42.6,CDP,3
AZ,Pisinemo CDP,66.8,CDP,3
AZ,Poston CDP,57.5,CDP,3
AZ,Prescott city,92.8,city,4
AZ,Prescott Valley town,87.6,town,4
AZ,Quartzsite town,81,town,4
AZ,Queen Creek town,96,town,4
AZ,Queen Valley CDP,95.4,CDP,3
AZ,Rainbow City CDP,65.5,CDP,3
AZ,Rancho Mesa Verde CDP,11.8,CDP,3
AZ,Red Mesa CDP,81.1,CDP,3
AZ,Red Rock CDP (Apache County),74.3,#VALUE!,#VALUE!
AZ,Red Rock CDP (Pinal County),92.6,#VALUE!,#VALUE!
AZ,Rillito CDP,54.8,CDP,3
AZ,Rincon Valley CDP,95.1,CDP,3
AZ,Rio Rico CDP,76.4,CDP,3
AZ,Rio Verde CDP,97.8,CDP,3
AZ,Rock House CDP,100,CDP,3
AZ,Rock Point CDP,67.9,CDP,3
AZ,Roosevelt CDP,88.5,CDP,3
AZ,Rough Rock CDP,88.5,CDP,3
AZ,Round Rock CDP,67.6,CDP,3
AZ,Round Valley CDP,93.7,CDP,3
AZ,Rye CDP,50,CDP,3
AZ,Sacate Village CDP,63.6,CDP,3
AZ,Sacaton CDP,72.9,CDP,3
AZ,Sacaton Flats Village CDP,73.9,CDP,3
AZ,Saddlebrooke CDP,98.9,CDP,3
AZ,Safford city,87.1,city,4
AZ,Sahuarita town,94.6,town,4
AZ,St. David CDP,93.7,CDP,3
AZ,St. Johns city,84.7,#VALUE!,#VALUE!
AZ,St. Johns CDP,75.3,CDP,3
AZ,St. Michaels CDP,85.6,CDP,3
AZ,Salome CDP,74.9,CDP,3
AZ,San Carlos CDP,66.4,CDP,3
AZ,Sanders CDP,62.9,CDP,3
AZ,San Jose CDP,75.1,CDP,3
AZ,San Luis city,41.9,#VALUE!,#VALUE!
AZ,San Manuel CDP,87.2,CDP,3
AZ,San Miguel CDP,94.7,CDP,3
AZ,San Simon CDP,100,CDP,3
AZ,Santa Cruz CDP,-,CDP,3
AZ,San Tan Valley CDP,90.2,CDP,3
AZ,Santa Rosa CDP,72.7,CDP,3
AZ,Sawmill CDP,70.9,CDP,3
AZ,Scenic CDP,81.9,CDP,3
AZ,Scottsdale city,96.2,city,4
AZ,Seba Dalkai CDP,48.2,CDP,3
AZ,Second Mesa CDP,82.3,CDP,3
AZ,Sedona city,95.6,city,4
AZ,Sehili CDP,79.5,CDP,3
AZ,Seligman CDP,83.3,CDP,3
AZ,Sells CDP,80.2,CDP,3
AZ,Seven Mile CDP,77.2,CDP,3
AZ,Shongopovi CDP,81.2,CDP,3
AZ,Shonto CDP,77.3,CDP,3
AZ,Show Low city,88.7,city,4
AZ,Sierra Vista city,93.2,city,4
AZ,Sierra Vista Southeast CDP,94.7,CDP,3
AZ,Six Shooter Canyon CDP,87.3,CDP,3
AZ,Snowflake town,90.6,town,4
AZ,So-Hi CDP,82.7,CDP,3
AZ,Solomon CDP,70.7,CDP,3
AZ,Somerton city,51,city,4
AZ,Sonoita CDP,97.4,CDP,3
AZ,South Komelik CDP,100,CDP,3
AZ,South Tucson city,59.7,city,4
AZ,Springerville town,82.1,town,4
AZ,Spring Valley CDP,86.9,CDP,3
AZ,Stanfield CDP,74.6,CDP,3
AZ,Star Valley town,90.6,town,4
AZ,Steamboat CDP,64.5,CDP,3
AZ,Stotonic Village CDP,64.1,CDP,3
AZ,Strawberry CDP,93.3,CDP,3
AZ,Summerhaven CDP,100,CDP,3
AZ,Summit CDP,53.2,CDP,3
AZ,Sun City CDP,91,CDP,3
AZ,Sun City West CDP,94.1,CDP,3
AZ,Sunizona CDP,82.1,CDP,3
AZ,Sun Lakes CDP,95.3,CDP,3
AZ,Sun Valley CDP,83.6,CDP,3
AZ,Sunwest CDP,100,CDP,3
AZ,Supai CDP,100,CDP,3
AZ,Superior town,80.3,town,4
AZ,Surprise city,92.9,city,4
AZ,Sweet Water Village CDP,76.8,CDP,3
AZ,Swift Trail Junction CDP,91.2,CDP,3
AZ,Tacna CDP,76.3,CDP,3
AZ,Tanque Verde CDP,96.5,CDP,3
AZ,Tat Momoli CDP,0,CDP,3
AZ,Taylor town,84.1,town,4
AZ,Teec Nos Pos CDP,78.5,CDP,3
AZ,Tees Toh CDP,69.6,CDP,3
AZ,Tempe city,91.7,city,4
AZ,Thatcher town,93.8,town,4
AZ,Theba CDP,17.5,CDP,3
AZ,Three Points CDP,74.4,CDP,3
AZ,Tolani Lake CDP,68.5,CDP,3
AZ,Tolleson city,62.4,city,4
AZ,Tombstone city,88.6,city,4
AZ,Tonalea CDP,65.8,CDP,3
AZ,Tonopah CDP,100,CDP,3
AZ,Tonto Basin CDP,92,CDP,3
AZ,Tonto Village CDP,100,CDP,3
AZ,Topawa CDP,81.6,CDP,3
AZ,Topock CDP,100,CDP,3
AZ,Top-of-the-World CDP,71.9,CDP,3
AZ,Toyei CDP,-,CDP,3
AZ,Truxton CDP,82.7,CDP,3
AZ,Tsaile CDP,79.2,CDP,3
AZ,Tubac CDP,99.2,CDP,3
AZ,Tuba City CDP,88.1,CDP,3
AZ,Tucson city,84.2,city,4
AZ,Tucson Estates CDP,88.1,CDP,3
AZ,Tumacacori-Carmen CDP,85.2,CDP,3
AZ,Turkey Creek CDP,69.9,CDP,3
AZ,Tusayan town,88.9,town,4
AZ,Upper Santan Village CDP,61.9,CDP,3
AZ,Utting CDP,35.3,CDP,3
AZ,Vail CDP,95,CDP,3
AZ,Vaiva Vo CDP,50,CDP,3
AZ,Valencia West CDP,82.5,West CDP,8
AZ,Valentine CDP,37.3,CDP,3
AZ,Valle CDP,31.9,CDP,3
AZ,Valle Vista CDP,91.9,CDP,3
AZ,Ventana CDP,77.8,CDP,3
AZ,Verde Village CDP,85.8,CDP,3
AZ,Vernon CDP,100,CDP,3
AZ,Vicksburg CDP,64.5,CDP,3
AZ,Village of Oak Creek (Big Park) CDP,94.5,CDP,3
AZ,Wagon Wheel CDP,88.9,CDP,3
AZ,Wahak Hotrontk CDP,89.5,CDP,3
AZ,Wall Lane CDP,39.6,CDP,3
AZ,Walnut Creek CDP,95.9,CDP,3
AZ,Washington Park CDP,100,Park CDP,8
AZ,Wellton town,84.7,town,4
AZ,Wellton Hills CDP,100,CDP,3
AZ,Wenden CDP,55.5,CDP,3
AZ,Wet Camp Village CDP,37.7,CDP,3
AZ,Wheatfields CDP,79.3,CDP,3
AZ,Whetstone CDP,88.8,CDP,3
AZ,Whispering Pines CDP,100,Pines CDP,9
AZ,Whitecone CDP,63.3,CDP,3
AZ,White Hills CDP,76.3,CDP,3
